seconds_since_last_llm_call,hour_of_day,is_weekend,app_category,title_length,app_changed,is_first_time_app_today,switches_last_5min,title_semantic_similarity_to_previous,worth_flagging
74.0,9,False,other,0,True,True,3,0.18210408091545105,1
188.0,9,False,other,0,False,False,3,1.0,1
134.0,9,False,other,0,False,False,1,1.0,0
162.0,9,False,other,0,False,False,2,1.0,0
178.0,9,False,other,0,False,False,3,1.0,0
346.0,9,False,other,0,False,False,3,1.0,0
464.0,9,False,browser,7,True,False,2,0.2427748292684555,0
612.0,9,False,browser,5,False,False,2,0.3370339870452881,1
231.0,9,False,browser,29,False,False,1,0.12991370260715485,0
375.0,10,False,browser,29,False,False,1,1.0,0
529.0,10,False,browser,5,False,False,2,0.12991370260715485,0
566.0,10,False,browser,5,False,False,2,1.0,0
801.0,10,False,browser,5,False,False,2,1.0,0
1036.0,10,False,chat,15,True,False,1,0.4214235842227936,0
1211.0,10,False,chat,15,False,False,1,1.0,0
1374.0,10,False,chat,15,False,False,1,1.0,0
1583.0,10,False,browser,29,True,False,1,0.0745091661810875,0
1633.0,10,False,chat,8,True,False,2,0.10069330781698227,0
1843.0,10,False,terminal,11,True,False,2,0.010674942284822464,0
2055.0,10,False,terminal,10,False,False,1,0.13288097083568573,1
206.0,10,False,terminal,16,False,False,1,0.018264450132846832,1
224.0,10,False,chat,8,True,False,1,-0.026658130809664726,1
214.0,10,False,chat,8,False,False,1,1.0,0
429.0,10,False,terminal,11,True,False,1,0.010674942284822464,1
11.0,10,False,browser,29,True,False,2,0.20625610649585724,0
100.0,10,False,browser,5,False,False,2,0.12991370260715485,1
202.0,10,False,browser,29,False,False,2,0.12991370260715485,0
337.0,10,False,browser,7,False,False,1,0.10767611861228943,0
426.0,10,False,browser,7,False,False,2,1.0,0
476.0,10,False,ide,25,True,False,3,0.07619680464267731,1
14.0,10,False,ide,25,False,False,4,1.0,0
107.0,10,False,ide,25,False,False,4,1.0,1
160.0,10,False,chat,12,True,True,3,0.07874033600091934,1
235.0,11,False,ide,25,True,False,1,0.07874033600091934,1
16.0,11,False,ide,25,False,False,2,1.0,0
227.0,11,False,browser,7,True,False,2,0.07619680464267731,0
inf,9,False,terminal,16,True,True,0,0.0,0
inf,9,False,document,18,True,True,1,0.0983947291970253,0
inf,9,False,document,18,False,False,2,1.0,0
inf,9,False,document,18,False,False,2,1.0,0
inf,9,False,document,18,False,False,1,1.0,0
inf,9,False,chat,8,True,True,1,0.07372437417507172,1
195.0,9,False,chat,8,True,True,1,0.07586166262626648,0
392.0,9,False,chat,8,True,False,1,0.07586166262626648,1
201.0,9,False,chat,8,False,False,1,1.0,1
66.0,9,False,chat,11,True,False,2,0.12101151794195175,0
253.0,9,False,chat,8,False,False,2,0.2170764058828354,1
90.0,9,False,chat,12,False,False,2,0.4567888677120209,0
115.0,9,False,chat,11,False,False,2,0.18231408298015594,0
218.0,9,False,chat,8,False,False,3,0.2170764058828354,1
59.0,9,False,chat,11,False,False,4,0.2170764058828354,0
148.0,9,False,chat,12,False,False,4,0.18231408298015594,0
168.0,9,False,chat,12,False,False,5,1.0,1
104.0,9,False,chat,12,False,False,4,1.0,1
224.0,9,False,document,18,True,False,1,0.14491255581378937,0
351.0,9,False,chat,8,True,False,1,0.07372437417507172,1
81.0,9,False,chat,8,False,False,2,1.0,0
223.0,9,False,chat,15,True,True,2,0.2555195987224579,1
129.0,9,False,chat,8,True,False,2,0.2555195987224579,0
258.0,9,False,chat,8,False,False,2,1.0,0
434.0,9,False,chat,8,False,False,1,1.0,0
624.0,9,False,chat,8,False,False,1,1.0,0
864.0,10,False,chat,8,False,False,1,1.0,0
1101.0,10,False,chat,8,False,False,1,1.0,0
1127.0,10,False,chat,8,False,False,2,1.0,0
1353.0,10,False,chat,8,False,False,2,1.0,0
1424.0,10,False,chat,8,False,False,2,1.0,0
1545.0,10,False,chat,8,False,False,2,1.0,0
1621.0,10,False,chat,8,False,False,3,1.0,0
1690.0,10,False,chat,15,True,False,3,0.2555195987224579,1
196.0,10,False,chat,8,True,False,2,0.054968830198049545,0
258.0,10,False,chat,12,False,False,2,0.4567888677120209,0
273.0,10,False,chat,11,False,False,3,0.18231408298015594,1
219.0,10,False,browser,29,True,True,3,0.030385497957468033,1
66.0,10,False,browser,29,False,False,3,1.0,1
34.0,10,False,browser,7,False,False,2,0.10767611861228943,0
158.0,10,False,browser,29,False,False,3,0.10767611861228943,1
47.0,10,False,browser,5,False,False,4,0.12991370260715485,1
188.0,10,False,browser,7,False,False,2,0.3370339870452881,1
84.0,10,False,browser,29,False,False,2,0.10767611861228943,0
168.0,10,False,browser,29,False,False,2,1.0,0
274.0,10,False,browser,5,False,False,3,0.12991370260715485,1
156.0,10,False,terminal,16,True,False,2,0.011938543990254402,1
67.0,10,False,terminal,10,False,False,2,0.018264450132846832,0
289.0,10,False,terminal,11,False,False,2,0.13288097083568573,0
497.0,10,False,terminal,16,False,False,1,0.08513405919075012,0
590.0,10,False,chat,15,True,False,1,-0.03768331930041313,0
612.0,10,False,chat,15,False,False,2,1.0,0
620.0,10,False,chat,15,False,False,3,1.0,1
32.0,10,False,other,0,True,True,4,0.10489481687545776,1
167.0,10,False,other,0,False,False,4,1.0,1
44.0,10,False,chat,11,True,False,5,0.20245593786239624,1
138.0,10,False,chat,11,False,False,2,1.0,1
211.0,10,False,terminal,10,True,False,1,0.14465565979480743,0
335.0,11,False,chat,15,True,False,1,0.10581662505865097,1
87.0,11,False,chat,15,False,False,2,1.0,0
inf,9,False,chat,8,True,True,0,0.0,0
inf,9,False,chat,8,True,True,1,0.07586166262626648,1
125.0,9,False,chat,12,False,False,1,0.4567888677120209,0
177.0,9,False,chat,12,False,False,2,1.0,0
211.0,9,False,terminal,11,True,True,3,0.020178034901618958,1
23.0,9,False,chat,8,True,False,4,0.010674942284822464,0
66.0,9,False,chat,8,False,False,5,1.0,0
92.0,9,False,chat,8,False,False,5,1.0,0
292.0,9,False,ide,33,True,True,4,0.14440710842609406,1
207.0,9,False,ide,33,False,False,1,1.0,0
309.0,9,False,ide,33,False,False,1,1.0,0
390.0,9,False,ide,25,False,False,2,0.09299741685390472,0
540.0,9,False,chat,8,True,False,2,-0.04968135431408882,0
740.0,9,False,chat,8,False,False,1,1.0,0
812.0,9,False,chat,8,False,False,2,1.0,0
878.0,9,False,chat,8,False,False,2,1.0,0
923.0,9,False,chat,8,False,False,3,1.0,0
1104.0,9,False,chat,8,False,False,3,1.0,0
1117.0,9,False,chat,8,False,False,3,1.0,1
184.0,9,False,chat,8,False,False,2,1.0,0
248.0,9,False,ide,33,True,False,3,0.14440710842609406,1
113.0,9,False,chat,15,True,True,2,-0.04073943570256233,0
283.0,9,False,chat,15,False,False,2,1.0,0
499.0,9,False,chat,15,False,False,1,1.0,0
546.0,9,False,chat,15,False,False,2,1.0,0
663.0,9,False,chat,8,True,False,2,0.2555195987224579,0
847.0,9,False,chat,8,False,False,1,1.0,0
980.0,9,False,chat,8,False,False,1,1.0,0
1005.0,9,False,chat,8,False,False,2,1.0,0
1198.0,9,False,chat,8,False,False,2,1.0,1
11.0,9,False,chat,8,False,False,3,1.0,0
211.0,10,False,chat,8,False,False,2,1.0,0
363.0,10,False,chat,8,False,False,1,1.0,0
488.0,10,False,chat,8,False,False,2,1.0,0
727.0,10,False,chat,8,False,False,1,1.0,0
894.0,10,False,chat,8,False,False,1,1.0,0
988.0,10,False,ide,25,True,False,2,-0.04968135431408882,1
176.0,10,False,ide,25,False,False,2,1.0,0
265.0,10,False,ide,16,False,False,2,0.27021536231040955,0
343.0,10,False,ide,25,False,False,2,0.27021536231040955,0
556.0,10,False,ide,25,False,False,2,1.0,0
583.0,10,False,browser,5,True,True,2,0.025128699839115143,1
34.0,10,False,browser,5,False,False,3,1.0,0
207.0,10,False,chat,8,True,False,3,0.3990950882434845,1
18.0,10,False,chat,12,True,False,4,0.08680709451436996,0
182.0,10,False,chat,12,False,False,2,1.0,0
381.0,10,False,other,0,True,True,1,0.253898948431015,0
526.0,10,False,other,0,False,False,1,1.0,0
643.0,10,False,other,0,False,False,2,1.0,0
655.0,10,False,chat,8,True,False,3,0.31379324197769165,1
186.0,10,False,document,18,True,True,2,0.16481518745422363,1
146.0,10,False,document,18,False,False,1,1.0,0
366.0,10,False,document,18,False,False,1,1.0,0
536.0,10,False,chat,8,True,False,1,0.16481518745422363,0
671.0,10,False,chat,8,True,False,1,0.07586166262626648,1
125.0,10,False,chat,12,True,False,2,0.08680709451436996,1
42.0,10,False,chat,11,False,False,2,0.18231408298015594,0
177.0,10,False,chat,11,False,False,2,1.0,0
252.0,10,False,browser,29,True,False,3,0.030385497957468033,0
344.0,11,False,chat,15,True,False,2,0.0745091661810875,0
inf,9,False,chat,15,True,True,0,0.0,1
236.0,9,False,chat,15,False,False,1,1.0,0
444.0,9,False,chat,15,False,False,1,1.0,0
544.0,9,False,chat,15,False,False,1,1.0,0
684.0,9,False,chat,15,False,False,2,1.0,0
732.0,9,False,chat,15,False,False,3,1.0,0
895.0,9,False,chat,15,False,False,2,1.0,0
1133.0,9,False,chat,15,False,False,1,1.0,0
1256.0,9,False,chat,15,False,False,1,1.0,0
1326.0,9,False,chat,15,False,False,2,1.0,1
235.0,9,False,chat,15,False,False,1,1.0,0
258.0,9,False,chat,15,False,False,2,1.0,0
413.0,9,False,chat,15,False,False,2,1.0,0
594.0,9,False,chat,15,False,False,1,1.0,0
649.0,9,False,chat,15,False,False,2,1.0,0
681.0,9,False,other,0,True,True,3,0.10489481687545776,1
152.0,9,False,other,0,False,False,3,1.0,1
10.0,9,False,other,0,False,False,4,1.0,1
75.0,9,False,document,18,True,True,4,0.09299242496490479,1
238.0,9,False,document,18,False,False,1,1.0,0
456.0,9,False,document,18,False,False,1,1.0,0
616.0,9,False,terminal,16,True,True,1,0.0983947291970253,1
53.0,9,False,browser,7,True,True,2,0.06459660828113556,1
198.0,9,False,browser,7,False,False,2,1.0,0
363.0,9,False,other,0,True,False,1,0.2427748292684555,0
447.0,9,False,other,0,False,False,2,1.0,0
545.0,9,False,ide,33,True,True,2,0.12626834213733673,1
88.0,10,False,browser,5,True,False,3,0.049430299550294876,0
126.0,10,False,terminal,16,True,False,3,0.011938543990254402,1
133.0,10,False,chat,11,True,True,3,0.010716784745454788,1
70.0,10,False,chat,15,True,False,3,0.18394501507282257,1
196.0,10,False,chat,12,True,False,2,0.0035856072790920734,0
320.0,10,False,chat,15,True,False,1,0.0035856072790920734,1
225.0,10,False,browser,29,True,False,1,0.0745091661810875,0
331.0,10,False,browser,7,False,False,1,0.10767611861228943,0
359.0,10,False,chat,15,True,False,2,0.06123870983719826,0
501.0,10,False,ide,25,True,False,3,0.007224977482110262,1
177.0,10,False,ide,25,False,False,1,1.0,0
279.0,10,False,chat,11,True,False,2,0.030517160892486572,1
177.0,10,False,terminal,16,True,False,2,0.010716784745454788,0
340.0,10,False,terminal,16,False,False,1,1.0,0
579.0,10,False,document,18,True,False,1,0.0983947291970253,0
746.0,10,False,document,18,False,False,1,1.0,0
917.0,10,False,other,0,True,False,1,0.09299242496490479,0
933.0,10,False,other,0,False,False,2,1.0,0
967.0,10,False,terminal,11,True,False,3,0.10376185923814774,1
39.0,10,False,terminal,10,False,False,4,0.13288097083568573,1
176.0,10,False,terminal,11,False,False,4,0.13288097083568573,1
155.0,10,False,other,0,True,False,1,0.10376185923814774,0
327.0,10,False,browser,5,True,False,1,0.18210408091545105,0
489.0,10,False,browser,5,False,False,1,1.0,0
502.0,10,False,browser,5,False,False,2,1.0,0
620.0,10,False,browser,29,False,False,3,0.12991370260715485,0
843.0,10,False,browser,29,False,False,1,1.0,0
942.0,10,False,browser,7,False,False,1,0.10767611861228943,0
1038.0,11,False,browser,7,False,False,2,1.0,0
1091.0,11,False,browser,5,False,False,3,0.3370339870452881,1
28.0,11,False,chat,15,True,False,4,0.4214235842227936,0
45.0,11,False,chat,15,False,False,5,1.0,0
251.0,11,False,browser,29,True,False,3,0.0745091661810875,0
inf,9,True,chat,8,True,True,0,0.0,1
107.0,9,True,chat,12,False,False,1,0.4567888677120209,0
192.0,9,True,chat,8,False,False,2,0.4567888677120209,0
262.0,9,True,chat,11,False,False,3,0.2170764058828354,0
442.0,9,True,chat,8,False,False,2,0.2170764058828354,0
659.0,9,True,ide,16,True,True,1,0.11516844481229782,0
688.0,9,True,ide,25,False,False,2,0.27021536231040955,0
835.0,9,True,chat,8,True,False,2,0.03629758581519127,0
983.0,9,True,chat,11,False,False,2,0.2170764058828354,0
1093.0,9,True,chat,8,False,False,2,0.2170764058828354,0
1290.0,9,True,chat,11,False,False,1,0.2170764058828354,0
1308.0,9,True,chat,11,False,False,2,1.0,0
1403.0,9,True,document,18,True,True,2,0.07225093245506287,1
44.0,9,True,document,18,False,False,3,1.0,0
265.0,9,True,document,18,False,False,2,1.0,0
299.0,9,True,document,18,False,False,3,1.0,0
510.0,9,True,chat,8,True,True,2,0.07372437417507172,1
160.0,9,True,chat,8,False,False,1,1.0,0
172.0,9,True,chat,15,True,True,2,0.2555195987224579,1
240.0,9,True,chat,15,False,False,2,1.0,1
51.0,9,True,chat,15,False,False,2,1.0,0
73.0,9,True,chat,8,True,False,2,0.2555195987224579,0
101.0,9,True,chat,8,False,False,3,1.0,0
213.0,9,True,browser,5,True,True,4,0.3990950882434845,0
312.0,9,True,browser,29,False,False,4,0.12991370260715485,1
203.0,9,True,browser,5,False,False,1,0.12991370260715485,0
434.0,9,True,document,18,True,False,1,0.04298821836709976,1
198.0,9,True,document,18,False,False,1,1.0,0
272.0,9,True,document,18,False,False,2,1.0,0
401.0,9,True,document,18,False,False,2,1.0,0
475.0,10,True,document,18,False,False,3,1.0,1
93.0,10,True,document,18,False,False,3,1.0,0
271.0,10,True,document,18,False,False,2,1.0,0
410.0,10,True,document,18,False,False,1,1.0,0
471.0,10,True,document,18,False,False,2,1.0,0
477.0,10,True,document,18,False,False,3,1.0,0
678.0,10,True,document,18,False,False,3,1.0,0
757.0,10,True,document,18,False,False,3,1.0,0
889.0,10,True,document,18,False,False,2,1.0,0
991.0,10,True,browser,29,True,False,2,0.1093020811676979,0
1124.0,10,True,browser,29,False,False,2,1.0,0
1335.0,10,True,browser,7,False,False,1,0.10767611861228943,1
225.0,10,True,browser,5,False,False,1,0.3370339870452881,0
347.0,10,True,chat,8,True,False,1,0.3990950882434845,1
152.0,10,True,chat,15,True,False,2,0.2555195987224579,0
338.0,10,True,chat,15,False,False,1,1.0,0
372.0,10,True,chat,15,False,False,2,1.0,0
420.0,10,True,chat,15,False,False,3,1.0,0
637.0,10,True,chat,8,True,False,3,0.2555195987224579,1
27.0,10,True,chat,8,False,False,3,1.0,0
94.0,10,True,chat,8,False,False,2,1.0,0
233.0,10,True,chat,8,False,False,3,1.0,0
428.0,10,True,chat,8,False,False,1,1.0,0
632.0,10,True,chat,8,False,False,1,1.0,0
772.0,10,True,chat,8,False,False,1,1.0,0
866.0,10,True,chat,8,False,False,2,1.0,0
931.0,10,True,chat,15,True,False,3,0.2555195987224579,1
55.0,10,True,chat,15,False,False,3,1.0,0
254.0,10,True,chat,15,False,False,2,1.0,0
456.0,11,True,ide,16,True,False,1,0.005156234372407198,1
inf,9,True,terminal,10,True,True,0,0.0,1
84.0,9,True,terminal,11,False,False,1,0.13288097083568573,1
38.0,9,True,other,0,True,True,2,0.10376185923814774,1
84.0,9,True,other,0,False,False,3,1.0,0
297.0,9,True,other,0,False,False,2,1.0,0
467.0,9,True,other,0,False,False,1,1.0,1
9.0,9,True,other,0,False,False,2,1.0,0
68.0,9,True,other,0,False,False,3,1.0,0
122.0,9,True,other,0,False,False,4,1.0,0
166.0,9,True,other,0,False,False,4,1.0,1
134.0,9,True,other,0,False,False,5,1.0,1
174.0,9,True,chat,15,True,True,1,0.10489481687545776,1
157.0,9,True,chat,15,False,False,1,1.0,0
208.0,9,True,chat,15,False,False,2,1.0,0
397.0,9,True,other,0,True,False,2,0.10489481687545776,1
98.0,9,True,other,0,False,False,2,1.0,0
216.0,9,True,other,0,False,False,2,1.0,0
280.0,9,True,other,0,False,False,3,1.0,0
492.0,9,True,other,0,False,False,2,1.0,1
99.0,9,True,chat,15,True,False,1,0.10489481687545776,0
222.0,9,True,chat,15,False,False,2,1.0,0
355.0,9,True,other,0,True,False,2,0.10489481687545776,0
569.0,9,True,other,0,False,False,1,1.0,0
797.0,9,True,other,0,False,False,1,1.0,0
1025.0,9,True,other,0,False,False,1,1.0,0
1212.0,9,True,other,0,False,False,1,1.0,0
1289.0,9,True,chat,15,True,False,2,0.10489481687545776,1
74.0,9,True,chat,15,False,False,2,1.0,0
291.0,10,True,chat,15,False,False,2,1.0,0
505.0,10,True,chat,15,False,False,1,1.0,0
516.0,10,True,chat,15,False,False,2,1.0,0
649.0,10,True,chat,15,False,False,2,1.0,0
674.0,10,True,chat,15,False,False,3,1.0,1
86.0,10,True,chat,15,False,False,4,1.0,0
293.0,10,True,other,0,True,False,2,0.10489481687545776,0
371.0,10,True,other,0,False,False,2,1.0,0
588.0,10,True,chat,11,True,True,2,0.20245593786239624,1
125.0,10,True,chat,11,False,False,1,1.0,0
361.0,10,True,chat,8,False,False,1,0.2170764058828354,1
60.0,10,True,chat,12,False,False,2,0.4567888677120209,0
93.0,10,True,document,18,True,True,2,0.14491255581378937,1
36.0,10,True,browser,5,True,True,3,0.04298821836709976,1
168.0,10,True,browser,5,False,False,4,1.0,0
201.0,10,True,chat,8,True,True,4,0.3990950882434845,1
142.0,10,True,chat,11,True,False,2,0.12101151794195175,0
294.0,10,True,chat,11,False,False,2,1.0,0
373.0,10,True,chat,8,False,False,2,0.2170764058828354,0
468.0,10,True,chat,11,False,False,2,0.2170764058828354,0
520.0,10,True,chat,12,False,False,3,0.18231408298015594,0
659.0,10,True,chat,8,False,False,3,0.4567888677120209,0
803.0,10,True,ide,33,True,True,2,0.14956948161125183,1
146.0,10,True,ide,33,False,False,2,1.0,0
162.0,10,True,ide,25,False,False,2,0.09299741685390472,1
69.0,10,True,ide,25,False,False,3,1.0,0
162.0,10,True,chat,8,True,False,3,0.03629758581519127,1
165.0,10,True,chat,11,False,False,2,0.2170764058828354,0
358.0,10,True,chat,11,False,False,1,1.0,0
453.0,10,True,browser,29,True,False,2,0.030385497957468033,1
49.0,10,True,browser,7,False,False,2,0.10767611861228943,1
183.0,10,True,other,0,True,False,2,0.2427748292684555,0
inf,9,False,chat,15,True,True,0,0.0,0
inf,9,False,terminal,11,True,True,1,0.03930921107530594,1
44.0,9,False,ide,33,True,True,2,0.009148777462542057,1
100.0,9,False,ide,25,False,False,3,0.09299741685390472,0
251.0,9,False,ide,16,False,False,3,0.27021536231040955,1
106.0,9,False,ide,25,False,False,2,0.27021536231040955,0
174.0,9,False,ide,25,False,False,2,1.0,0
226.0,9,False,browser,7,True,True,3,0.07619680464267731,1
238.0,9,False,browser,5,False,False,2,0.3370339870452881,0
441.0,9,False,browser,5,False,False,1,1.0,0
500.0,9,False,browser,5,False,False,2,1.0,0
739.0,9,False,chat,11,True,True,2,0.25155866146087646,1
39.0,9,False,browser,29,True,False,2,0.030385497957468033,1
235.0,9,False,chat,8,True,True,2,0.10069330781698227,1
221.0,9,False,ide,33,True,False,1,0.14440710842609406,0
407.0,9,False,other,0,True,True,1,0.12626834213733673,0
640.0,9,False,other,0,False,False,1,1.0,0
827.0,9,False,other,0,False,False,1,1.0,0
1035.0,9,False,document,18,True,True,1,0.09299242496490479,1
36.0,9,False,document,18,False,False,2,1.0,0
101.0,9,False,chat,15,True,False,2,0.1011812835931778,1
146.0,9,False,ide,25,True,False,3,0.007224977482110262,1
210.0,9,False,ide,25,False,False,1,1.0,0
441.0,9,False,terminal,10,True,False,1,-0.016883712261915207,1
106.0,9,False,terminal,11,False,False,1,0.13288097083568573,1
139.0,10,False,other,0,True,False,2,0.10376185923814774,1
215.0,10,False,other,0,False,False,1,1.0,0
301.0,10,False,other,0,False,False,1,1.0,0
425.0,10,False,other,0,False,False,2,1.0,0
462.0,10,False,other,0,False,False,3,1.0,0
663.0,10,False,chat,15,True,False,2,0.10489481687545776,0
901.0,10,False,chat,11,True,False,1,0.18394501507282257,0
1038.0,10,False,chat,15,True,False,1,0.18394501507282257,0
1084.0,10,False,chat,15,False,False,2,1.0,0
1177.0,10,False,chat,15,False,False,3,1.0,0
1398.0,10,False,chat,8,True,False,1,0.2555195987224579,1
167.0,10,False,chat,8,False,False,1,1.0,0
332.0,10,False,terminal,16,True,False,1,-0.026658130809664726,1
28.0,10,False,terminal,10,False,False,2,0.018264450132846832,0
184.0,10,False,terminal,16,False,False,2,0.018264450132846832,0
357.0,10,False,browser,29,True,False,1,0.1838572919368744,1
91.0,10,False,browser,7,False,False,2,0.10767611861228943,1
216.0,10,False,document,18,True,False,1,0.0225155521184206,0
385.0,10,False,ide,16,True,False,1,0.11449354887008667,1
58.0,10,False,chat,11,True,False,2,0.15151171386241913,1
132.0,10,False,chat,8,True,False,2,0.12101151794195175,1
169.0,10,False,document,18,True,False,1,0.07372437417507172,0
380.0,10,False,chat,8,True,False,1,0.16481518745422363,0
501.0,10,False,chat,8,True,False,1,0.07586166262626648,0
546.0,10,False,chat,8,False,False,2,1.0,0
669.0,10,False,chat,8,False,False,3,1.0,0
754.0,10,False,chat,8,False,False,3,1.0,1
225.0,11,False,terminal,10,True,False,1,0.10893400758504868,0
263.0,11,False,terminal,11,False,False,2,0.13288097083568573,1
86.0,11,False,document,18,True,False,2,0.002366013824939728,0
159.0,11,False,document,18,False,False,3,1.0,0
188.0,11,False,document,18,False,False,4,1.0,0
414.0,11,False,document,18,False,False,2,1.0,0
640.0,11,False,document,18,False,False,1,1.0,0
792.0,11,False,chat,15,True,False,1,0.1011812835931778,0
inf,9,False,terminal,11,True,True,0,0.0,1
177.0,9,False,terminal,11,False,False,1,1.0,0
331.0,9,False,terminal,11,False,False,1,1.0,0
559.0,9,False,terminal,10,False,False,1,0.13288097083568573,1
157.0,9,False,terminal,16,False,False,1,0.018264450132846832,1
205.0,9,False,terminal,10,False,False,1,0.018264450132846832,0
394.0,9,False,document,18,True,True,1,0.12766976654529572,1
48.0,9,False,document,18,False,False,2,1.0,0
90.0,9,False,document,18,False,False,3,1.0,0
241.0,9,False,browser,29,True,True,3,0.1093020811676979,1
9.0,9,False,ide,16,True,True,4,0.38542240858078003,1
43.0,9,False,ide,25,False,False,5,0.27021536231040955,1
110.0,9,False,ide,16,False,False,3,0.27021536231040955,1
240.0,9,False,ide,33,False,False,1,0.1529022455215454,0
431.0,9,False,ide,33,False,False,1,1.0,0
568.0,9,False,ide,16,False,False,1,0.1529022455215454,0
742.0,9,False,ide,25,False,False,1,0.27021536231040955,0
827.0,9,False,ide,25,False,False,2,1.0,0
971.0,9,False,chat,8,True,True,2,-0.04968135431408882,1
161.0,9,False,chat,8,False,False,1,1.0,0
237.0,9,False,chat,8,False,False,2,1.0,0
318.0,9,False,chat,8,False,False,2,1.0,0
499.0,9,False,other,0,True,True,2,0.16927768290042877,0
